showid,title,showlink
200,Hyakka Ryouran Samurai Bride,/shows/hyakka-ryouran-samurai-bride
1124,Hyakuren no Haou to Seiyaku no Valkyria,/shows/hyakuren-no-haou-to-seiyaku-no-valkyria
202,Hyperdimension Neptunia – The Animation,/shows/hyperdimension-neptunia-the-animation
978,ID-0,/shows/id-0
832,Idol Jihen,/shows/idol-jihen
1004,IDOLiSH7,/shows/idolish7
940,Ikemen Sengoku,/shows/ikemen-sengoku
204,ImoCho – Another Shitty Sister LN Adaptation,/shows/imocho-another-shitty-sister-manga-adaptation
204,ImoCho – Another Shitty Sister Manga Adaptation,/shows/imocho-another-shitty-sister-manga-adaptation
994,Imouto sae Ireba Ii.,/shows/imouto-sae-ireba-ii
205,"Inari, Konkon, Koi Iroha",/shows/inari-konkon-koi-iroha
206,Infinite Stratos 2,/shows/infinite-stratos-2
207,Inou Battle wa Nichijou-kei no Naka de,/shows/inou-battle-wa-nichijou-kei-no-naka-de
208,Inu to Hasami wa Tsukaiyou,/shows/inu-to-hasami-wa-tsukaiyou
209,Inu x Boku Secret Service,/shows/inu-x-boku-secret-service
210,Inugami-san to Nekoyama-san,/shows/inugami-san-to-nekoyama-san
1002,Inuyashiki,/shows/inuyashiki
1171,Irozuku Sekai no Ashita kara,/shows/irozuku-sekai-no-ashita-kara
1290,Isekai Cheat Magician,/shows/isekai-cheat-magician
1099,Isekai Izakaya – Koto Aitheria no Izakaya Nobu,/shows/isekai-izakaya-koto-aitheria-no-izakaya-nobu
1110,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,/shows/isekai-maou-to-shoukan-shoujo-no-dorei-majutsu
1255,Isekai Quartet,/shows/isekai-quartet
913,Isekai Shokudou,/shows/isekai-shokudou
935,Isekai wa Smartphone to Tomo ni.,/shows/isekai-wa-smartphone-to-tomo-ni
211,Ishida to Asakura,/shows/ishida-to-asakura
1104,Island,/shows/island
212,ISUCA,/shows/isuca
1014,Ito Junji Collection,/shows/ito-junji-collection
213,Itoshi no Muco,/shows/itoshi-no-muco
1007,Itsudatte Bokura no Koi wa 10 cm Datta.,/shows/itsudatte-bokura-no-koi-wa-10-cm-datta
214,Ixion Saga DT,/shows/ixion-saga-dt
1131,Jashin-chan Dropkick,/shows/jashin-chan-dropkick
946,Jigoku Shoujo – Yoi no Togi,/shows/jigoku-shoujo-yoi-no-togi
932,Jikan no Shihaisha,/shows/jikan-no-shihaisha
1158,Jingai-san no Yome,/shows/jingai-san-no-yome
215,Jinrui wa Suitai Shimashita,/shows/jinrui-wa-suitai-shimashita
216,Jitsu wa Watashi wa,/shows/jitsu-wa-watashi-wa
217,JK Meshi!,/shows/jk-meshi
650,JoJo’s Bizarre Adventure – Diamond is Unbreakable,/shows/jojos-bizarre-adventure-diamond-is-unbreakable
1169,JoJo’s Bizarre Adventure – Golden Wind,/shows/jojos-bizarre-adventure-golden-wind
218,JoJo’s Bizarre Adventure – Stardust Crusaders,/shows/jojos-bizarre-adventure-stardust-crusaders
218,JoJo’s Bizarre Adventure – Stardust Crusaders Egypt Arc,/shows/jojos-bizarre-adventure-stardust-crusaders
668,Joker Game,/shows/joker-game
220,Jormungand,/shows/jormungand
1242,Joshikausei,/shows/joshikausei
1272,Joshikousei no Mudazukai,/shows/joshikousei-no-mudazukai
221,Joukamachi no Dandelion,/shows/joukamachi-no-dandelion
222,Junjou Romantica 3,/shows/junjou-romantica-3
968,Just Because!,/shows/just-because
961,Juuni Taisen,/shows/juuni-taisen
223,K,/shows/k
224,K – Return of Kings,/shows/k-return-of-kings
225,Kaasan Mom’s Life,/shows/kaasan-moms-life
676,Kabaneri of the Iron Fortress,/shows/kabaneri-of-the-iron-fortress
880,Kabukibu!,/shows/kabukibu
1336,Kabukicho Sherlock,/shows/kabukicho-sherlock
226,Kagewani,/shows/kagewani
226,Kagewani S2,/shows/kagewani
1226,Kaguya-sama wa Kokurasetai,/shows/kaguya-sama-wa-kokurasetai
227,Kaiji – Ultimate Survivor,/shows/kaiji-ultimate-survivor
228,Kaiji S2 – Against All Rules,/shows/kaiji-s2-against-all-rules
753,Kaijuu Girls,/shows/kaijuu-girls
1031,Kaijuu Girls S2,/shows/kaijuu-girls-s2
229,Kaitou Joker,/shows/kaitou-joker
1060,Kakuriyo no Yadomeshi,/shows/kakuriyo-no-yadomeshi
230,Kamigami no Asobi,/shows/kamigami-no-asobi
231,Kamisama Dolls,/shows/kamisama-dolls
232,Kamisama Kiss,/shows/kamisama-kiss
233,Kamisama Kiss 2,/shows/kamisama-kiss-2
234,Kamisama no Inai Nichiyoubi,/shows/kamisama-no-inai-nichiyoubi
235,Kamisama no Memo-chou,/shows/kamisama-no-memo-chou
1267,Kanata no Astra,/shows/kanata-no-astra
1327,Kandagawa Jet Girls,/shows/kandagawa-jet-girls
236,Kanojo ga Flag wo Oraretara,/shows/kanojo-ga-flag-wo-oraretara
237,Kantai Collection,/shows/kantai-collection
1025,Karakai Jouzu no Takagi-san,/shows/karakai-jouzu-no-takagi-san
1188,Karakuri Circus,/shows/karakuri-circus
238,Karen Senki,/shows/karen-senki
587,Kateikyoushi Hitman Reborn!,/shows/kateikyoushi-hitman-reborn
908,Katsugeki Touken Ranbu,/shows/katsugeki-touken-ranbu
1264,Katsute Kami Datta Kemono-tachi e,/shows/katsute-kami-datta-kemono-tachi-e
1159,Kaze ga Tsuyoku Fuiteiru,/shows/kaze-ga-tsuyoku-fuiteiru
791,Keijo!!!!!!!!,/shows/keijo
239,Kekkai Sensen,/shows/kekkai-sensen
990,Kekkai Sensen & Beyond,/shows/kekkai-sensen-beyond
840,Kemono Friends,/shows/kemono-friends
1229,Kemono Friends S2,/shows/kemono-friends-s2
1214,Kemurikusa,/shows/kemurikusa
1157,Ken En Ken – Aoki Kagayaki,/shows/ken-en-ken-aoki-kagayaki
1258,Kenja no Mago,/shows/kenja-no-mago
891,Kenka Banchou Otome – Girl Beats Boys,/shows/kenka-banchou-otome-girl-beats-boys
910,Keppeki Danshi! Aoyama-kun,/shows/keppeki-danshi-aoyama-kun
783,Kiitarou Shounen no Youkai Enikki,/shows/kiitarou-shounen-no-youkai-enikki
240,Kill la Kill,/shows/kill-la-kill
1041,Killing Bites,/shows/killing-bites
1244,Kimetsu no Yaiba,/shows/kimetsu-no-yaiba
241,Kimi to Boku,/shows/kimi-to-boku
242,Kimi to Boku 2,/shows/kimi-to-boku-2
243,Kindaichi Case Files R,/shows/kindaichi-case-files-r
243,Kindaichi Case Files R S2,/shows/kindaichi-case-files-r
1261,King of Prism – Shiny Seven Stars,/shows/king-of-prism-shiny-seven-stars
245,Kiniro Mosaic,/shows/kiniro-mosaic
973,Kino no Tabi (2017),/shows/kino-no-tabi-2017
1170,Kishuku Gakkou no Juliet,/shows/kishuku-gakkou-no-juliet
246,Kitakubu Katsudou Kiroku,/shows/kitakubu-katsudou-kiroku
1193,Kitsune no Koe,/shows/kitsune-no-koe
655,Kiznaiver,/shows/kiznaiver
909,Knight’s & Magic,/shows/knights-magic
841,Kobayashi-san Chi no Maid Dragon,/shows/kobayashi-san-chi-no-maid-dragon
1284,Kochoki – Wakaki Nobunaga,/shows/kochoki-wakaki-nobunaga
900,Koe no Katachi,/shows/koe-no-katachi
915,Koi to Uso,/shows/koi-to-uso
1036,Koi wa Ameagari no You ni,/shows/koi-wa-ameagari-no-you-ni
1023,Kokkoku,/shows/kokkoku
247,Kokoro Connect,/shows/kokoro-connect
248,Komori-san wa Kotowarenai!,/shows/komori-san-wa-kotowarenai
922,Konbini Kareshi,/shows/konbini-kareshi
727,Kono Bijutsubu ni wa Mondai ga Aru!,/shows/kono-bijutsubu-ni-wa-mondai-ga-aru
643,"Kono Danshi, Mahou ga Oshigoto Desu",/shows/kono-danshi-mahou-ga-oshigoto-desu
249,"Kono Naka ni Hitori, Imouto ga Iru!",/shows/kono-naka-ni-hitori-imouto-ga-iru
1246,Kono Oto Tomare!,/shows/kono-oto-tomare
640,Kono Subarashii Sekai ni Shukufuku wo!,/shows/kono-subarashii-sekai-ni-shukufuku-wo
842,Kono Subarashii Sekai ni Shukufuku wo! 2,/shows/kono-subarashii-sekai-ni-shukufuku-wo-2
1234,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,/shows/kono-yo-no-hate-de-koi-wo-utau-shoujo-yu-no
965,Konohana Kitan,/shows/konohana-kitan
815,Koro-sensei Quest!,/shows/koro-sensei-quest
250,Kotoura-san,/shows/kotoura-san
251,Koufuku Graffiti,/shows/koufuku-graffiti
622,Koukaku no Pandora,/shows/koukaku-no-pandora
1228,Kouya no Kotobuki Hikoutai,/shows/kouya-no-kotobuki-hikoutai
662,Kuma Miko,/shows/kuma-miko
252,Kuroko’s Basketball,/shows/kurokos-basketball
252,Kuroko’s Basketball 2,/shows/kurokos-basketball
252,Kuroko’s Basketball 3,/shows/kurokos-basketball
810,Kuroko’s Basketball Winter Cup Highlights,/shows/kurokos-basketball-winter-cup-highlights
686,Kuromukuro,/shows/kuromukuro
255,Kuroshitsuji – Book of Circus,/shows/kuroshitsuji-book-of-circus
256,Kuusen Madoushi Kouhosei no Kyoukan,/shows/kuusen-madoushi-kouhosei-no-kyoukan
848,Kuzu no Honkai,/shows/kuzu-no-honkai
1129,Kyoto Teramachi Sanjou no Holmes,/shows/kyoto-teramachi-sanjou-no-holmes
257,Kyoukai no Kanata,/shows/kyoukai-no-kanata
258,Kyoukai no Rinne,/shows/kyoukai-no-rinne
259,Kyoukai Senjou no Horizon S2,/shows/kyoukai-senjou-no-horizon-s2
260,Kyousougiga,/shows/kyousougiga
261,La Corda d’Oro Blue Sky,/shows/la-corda-doro-blue-sky
262,La storia della Arcana Famiglia,/shows/la-storia-della-arcana-famiglia
263,Lance N’ Masques,/shows/lance-n-masques
1093,Last Period – Owarinaki Rasen no Monogatari,/shows/last-period-owarinaki-rasen-no-monogatari
1064,Legend of the Galactic Heroes – Die Neue These,/shows/legend-of-the-galactic-heroes-die-neue-these
264,Little Busters!,/shows/little-busters
265,Little Busters! Refrain,/shows/little-busters-refrain
951,Little Witch Academia,/shows/little-witch-academia
266,Little Witch Academia The Enchanted Parade,/shows/little-witch-academia-the-enchanted-parade
267,Locodol,/shows/locodol
268,Log Horizon,/shows/log-horizon
269,Log Horizon 2,/shows/log-horizon-2
799,Long Riders!,/shows/long-riders
1197,Lord El-Melloi II Case Files,/shows/lord-el-melloi-ii-case-files
1136,Lord of Vermilion – Guren no Ou,/shows/lord-of-vermilion-guren-no-ou
1076,Lostorage Conflated WIXOSS,/shows/lostorage-conflated-wixoss
795,Lostorage incited WIXOSS,/shows/lostorage-incited-wixoss
879,Love Kome – We Love Rice,/shows/love-kome-we-love-rice
996,Love Kome S2,/shows/love-kome-s2
270,Love Lab,/shows/love-lab
272,Love Live! School Idol Project,/shows/love-live-school-idol-project
271,Love Live! School Idol Project S2,/shows/love-live-s2
700,Love Live! Sunshine!!,/shows/love-live-sunshine
984,Love Live! Sunshine!! S2,/shows/love-live-sunshine-s2
597,Love Live! The School Idol Movie,/shows/love-live-the-school-idol-movie
273,Love Stage!!,/shows/love-stage
627,Luck & Logic,/shows/luck-logic
610,Lupin III (2015),/shows/lupin-iii-2015
613,Lupin III Part I,/shows/lupin-iii-part-i
614,Lupin III Part II,/shows/lupin-iii-part-ii
615,Lupin III Part III,/shows/lupin-iii-part-iii
1066,Lupin III Part V,/shows/lupin-iii-part-v
274,Lychee Light Club,/shows/lychee-light-club
275,M3 – Sono Kuroki Hagane,/shows/m3-sono-kuroki-hagane
1292,Machikado Mazoku,/shows/machikado-mazoku
663,Macross Delta,/shows/macross-delta
276,Madan no Ou to Vanadis,/shows/madan-no-ou-to-vanadis
924,Made in Abyss,/shows/made-in-abyss
277,Magi,/shows/magi
278,Magi S2,/shows/magi-s2
279,Magic Kaito 1412,/shows/magic-kaito-1412
766,Magic-Kyun! Renaissance,/shows/magic-kyun-renaissance
280,Magical Girl Lyrical Nanoha The MOVIE 2nd,/shows/magical-girl-lyrical-nanoha-the-movie-2nd
281,Magical Warfare,/shows/magical-warfare
759,Mahou Shoujo Ikusei Keikaku,/shows/mahou-shoujo-ikusei-keikaku
635,Mahou Shoujo Nante Mou Ii Desukara,/shows/mahou-shoujo-nante-mou-ii-desukara
781,Mahou Shoujo Nante Mou Ii Desukara S2,/shows/mahou-shoujo-nante-mou-ii-desukara-s2
742,Mahou Shoujo Naria Girls,/shows/mahou-shoujo-naria-girls
1057,Mahou Shoujo Ore,/shows/mahou-shoujo-ore
1077,Mahou Shoujo Site,/shows/mahou-shoujo-site
282,Mahou Shoujo Taisen,/shows/mahou-shoujo-taisen
1222,Mahou Shoujo Tokushusen Asuka,/shows/mahou-shoujo-tokushusen-asuka
937,Mahoujin Guru Guru (2017),/shows/mahoujin-guru-guru-2017
283,Mahouka,/shows/mahouka
988,Mahoutsukai no Yome,/shows/mahoutsukai-no-yome
749,Mahoutsukai no Yome OVA,/shows/mahoutsukai-no-yome-ova
1315,Mairimashita! Iruma-kun,/shows/mairimashita-iruma-kun
284,Majestic Prince,/shows/majestic-prince
285,Majikoi~Oh! Samurai Girls,/shows/majikoioh-samurai-girls
286,Majimoji Rurumo,/shows/majimoji-rurumo
286,Majimoji Rurumo OVA,/shows/majimoji-rurumo
287,Majin Bone,/shows/majin-bone
1079,Major 2nd,/shows/major-2nd
288,Makai Ouji – Devils and Realist,/shows/makai-ouji-devils-and-realist
289,Maken-ki! Two,/shows/maken-ki-two
887,Makeruna!! Aku no Gundan!,/shows/makeruna-aku-no-gundan
290,Makura no Danshi,/shows/makura-no-danshi
1231,Manaria Friends,/shows/manaria-friends
291,Mangaka-san to Assistant-san to,/shows/mangaka-san-to-assistant-san-to
292,Mangirl!,/shows/mangirl
1269,"Maou-sama, Retry!",/shows/maou-sama-retry
293,Maoyuu Maou Yuusha,/shows/maoyuu-maou-yuusha
1037,Marchen Madchen,/shows/marchen-madchen
846,Marginal#4 – Kiss kara Tsukuru Big Bang,/shows/marginal4-kiss-kara-tsukuru-big-bang
294,Maria the Virgin Witch,/shows/maria-the-virgin-witch
819,Masamune-kun no Revenge,/shows/masamune-kun-no-revenge
819,Masamune-kun no Revenge OVA,/shows/masamune-kun-no-revenge
720,Masou Gakuen HxH,/shows/masou-gakuen-hxh
653,Mayoiga,/shows/mayoiga
1249,Mayonaka no Occult Koumuin,/shows/mayonaka-no-occult-koumuin
295,Medaka Box,/shows/medaka-box
296,Medaka Box S2,/shows/medaka-box-s2
1071,Megalo Box,/shows/megalo-box
297,Meganebu!,/shows/meganebu
1212,Meiji Tokyo Renka,/shows/meiji-tokyo-renka
298,Mekakucity Actors,/shows/mekakucity-actors
1187,Merc Storia – Mukiryoku Shounen to Bin no Naka no Shoujo,/shows/merc-storia-mukiryoku-shounen-to-bin-no-naka-no-shoujo
1026,Micchiri Neko,/shows/micchiri-neko
1238,Midara na Ao-chan wa Benkyou ga Dekinai,/shows/midara-na-ao-chan-wa-benkyou-ga-dekinai
1038,Miira no Kaikata,/shows/miira-no-kaikata
299,Mikagura Gakuen Kumikyoku,/shows/mikagura-gakuen-kumikyoku
300,Military!,/shows/military
301,Million Doll,/shows/million-doll
822,Minami Kamakura Koukou Joshi Jitensha-bu,/shows/minami-kamakura-koukou-joshi-jitensha-bu
1203,Mini Toji,/shows/mini-toji
302,Miss Monochrome,/shows/miss-monochrome
303,Miss Monochrome S2,/shows/miss-monochrome-s2
304,Miss Monochrome S3,/shows/miss-monochrome-s3
1021,Mitsuboshi Colors,/shows/mitsuboshi-colors
1240,Mix – Meisei Story,/shows/mix-meisei-story
741,Mob Psycho 100,/shows/mob-psycho-100
1206,Mob Psycho 100 S2,/shows/mob-psycho-100-s2
741,Mob Pyscho 100 OVA,/shows/mob-psycho-100
305,Mobile Suit Gundam – Iron-Blooded Orphans,/shows/mobile-suit-gundam-iron-blooded-orphans
306,Mobile Suit Gundam The Origin,/shows/mobile-suit-gundam-the-origin
602,Mobile Suit Gundam Thunderbolt,/shows/mobile-suit-gundam-thunderbolt
658,Mobile Suit Gundam Unicorn RE 0096,/shows/mobile-suit-gundam-unicorn-re-0096
307,Momo Kyun Sword,/shows/momo-kyun-sword
698,Momokuri,/shows/momokuri
308,Mondaijitachi ga Isekai Kara Kuru Sou Desu yo,/shows/mondaijitachi-ga-isekai-kara-kuru-sou-desu-yo
309,Monogatari Series Second Season,/shows/monogatari-series-second-season
763,Monster Hunter Stories Ride On,/shows/monster-hunter-stories-ride-on
310,Monster Musume no Iru Nichijou,/shows/monster-musume-no-iru-nichijou
855,Monster Strike 2,/shows/monster-strike-2
985,Monster Strike 3,/shows/monster-strike-3
902,Monster Strike The Movie,/shows/monster-strike-the-movie
311,Moretsu Pirates,/shows/moretsu-pirates
312,Moritasan wa Mukuchi,/shows/moritasan-wa-mukuchi
313,Moyashimon Returns,/shows/moyashimon-returns
1329,Mugen no Juunin – Immortal,/shows/mugen-no-juunin-immortal
1145,Muhyo to Rouji no Mahouritsu Soudan Jimusho,/shows/muhyo-to-rouji-no-mahouritsu-soudan-jimusho
605,Musaigen no Phantom World,/shows/musaigen-no-phantom-world
943,Musekinin Galaxy Tylor,/shows/musekinin-galaxy-tylor
314,Mushibugyo,/shows/mushibugyo
315,Mushishi S2,/shows/mushishi-s2
316,Mushishi Tokubetsu-hen – Hihamukage,/shows/mushishi-tokubetsu-hen-hihamukage
317,Muv-Luv Alternative – Total Eclipse,/shows/muv-luv-alternative-total-eclipse
318,My Sister Came – Onee-chan ga Kita,/shows/my-sister-came-onee-chan-ga-kita
319,Mysterious Girlfriend X,/shows/mysterious-girlfriend-x
320,Nagi no Asukara,/shows/nagi-no-asukara
1278,Nakanohito Genome [Jikkyouchuu],/shows/nakanohito-genome-jikkyouchuu
321,Namiuchigiwa no Muromi-san,/shows/namiuchigiwa-no-muromi-san
1253,Namu Amida Butsu! – Rendai Utena,/shows/namu-amida-butsu-rendai-utena
918,Nana Maru San Batsu,/shows/nana-maru-san-batsu
777,Nanbaka,/shows/nanbaka
1247,Nande Koko ni Sensei ga,/shows/nande-koko-ni-sensei-ga
322,Naruto SD – Rock Lee no Seishun Full-Power Ninden,/shows/naruto-sd-rock-lee-no-seishun-full-power-ninden
323,Naruto Shippuuden,/shows/naruto-shippuuden
811,Natsume Yuujinchou – Nyanko-sensei to Hajimete no Otsukai,/shows/natsume-yuujinchou-nyanko-sensei-to-hajimete-no-otsukai
776,Natsume Yuujinchou Go,/shows/natsume-yuujinchou-go
776,Natsume Yuujinchou Go Specials,/shows/natsume-yuujinchou-go
890,Natsume Yuujinchou Roku,/shows/natsume-yuujinchou-roku
890,Natsume Yuujinchou Roku Specials,/shows/natsume-yuujinchou-roku
324,Natsume Yuujinchou San,/shows/natsume-yuujinchou-san
325,Natsume Yuujinchou Shi,/shows/natsume-yuujinchou-shi
326,Natsuyuki Rendezvous,/shows/natsuyuki-rendezvous
785,Nazotokine,/shows/nazotokine
327,Nekogami Yaoyorozu,/shows/nekogami-yaoyorozu
972,Net-juu no Susume,/shows/net-juu-no-susume
674,Netoge no Yome wa Onnanoko ja Nai to Omotta,/shows/netoge-no-yome-wa-onnanoko-ja-nai-to-omotta
919,Netsuzou TRap – NTR,/shows/netsuzou-trap-ntr
719,New Game!,/shows/new-game
936,New Game!!,/shows/new-game-2
328,Nichijou,/shows/nichijou
632,Nijiiro Days,/shows/nijiiro-days
1085,Nil Admirari no Tenbin – Teito Genwaku Kitan,/shows/nil-admirari-no-tenbin-teito-genwaku-kitan
329,Ninja Slayer,/shows/ninja-slayer
330,Nisekoi,/shows/nisekoi
331,Nisekoi S2,/shows/nisekoi-s2
332,Nisemonogatari,/shows/nisemonogatari
333,No Game No Life,/shows/no-game-no-life
1331,No Guns Life,/shows/no-guns-life
334,No-Rin,/shows/no-rin
335,No. 6,/shows/no-6
642,Noblesse – Awakening,/shows/noblesse-awakening
336,Nobunaga Concerto,/shows/nobunaga-concerto
773,Nobunaga no Shinobi,/shows/nobunaga-no-shinobi
337,Nobunaga the Fool,/shows/nobunaga-the-fool
1243,Nobunaga-sensei no Osanazuma,/shows/nobunaga-sensei-no-osanazuma
338,Nobunagun,/shows/nobunagun
339,Non Non Biyori,/shows/non-non-biyori
340,Non Non Biyori Repeat,/shows/non-non-biyori-repeat
941,Nora to Oujo to Noraneko Heart,/shows/nora-to-oujo-to-noraneko-heart
341,Noragami,/shows/noragami
342,Noragami Aragoto,/shows/noragami-aragoto
616,Norn9 – Norn+Nonet,/shows/norn9-norn-nonet
343,NouKome,/shows/noukome
1312,Null Peta,/shows/null-peta
628,Nurse Witch Komugi-chan R,/shows/nurse-witch-komugi-chan-r
752,Nyanbo!,/shows/nyanbo
833,Nyanko Days,/shows/nyanko-days
801,Occultic;Nine,/shows/occulticnine
344,Oda Nobuna no Yabou,/shows/oda-nobuna-no-yabou
612,Ojisan to Marshmallow,/shows/ojisan-to-marshmallow
1294,Okaa-san Online,/shows/okaa-san-online
345,Okusama ga Seitokaichou!,/shows/okusama-ga-seitokaichou
345,Okusama ga Seitokaichou! (Uncensored),/shows/okusama-ga-seitokaichou
767,Okusama ga Seitokaichou! S2 (Uncensored),/shows/okusama-ga-seitokaichou-s2-uncensored
1081,Omae wa Mada Gunma wo Shiranai,/shows/omae-wa-mada-gunma-wo-shiranai
347,One Piece,/shows/one-piece
954,One Piece – Episode of East Blue,/shows/one-piece-episode-of-east-blue
348,One Piece – Episode of Sabo,/shows/one-piece-episode-of-sabo
1149,One Piece – Episode of Skypiea,/shows/one-piece-episode-of-skypiea
745,One Piece – Heart of Gold,/shows/one-piece-heart-of-gold
349,One Piece 3D2Y,/shows/one-piece-3d2y
1257,One Punch Man S2,/shows/one-punch-man-s2
843,One Room,/shows/one-room
1105,One Room S2,/shows/one-room-s2
350,One Week Friends,/shows/one-week-friends
351,One-Punch Man,/shows/one-punch-man
1119,Ongaku Shoujo,/shows/ongaku-shoujo
687,Onigiri,/shows/onigiri
352,Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne,/shows/onii-chan-dakedo-ai-sae-areba-kankeinai-yo-ne
353,Onsen Yousei Hakone-chan,/shows/onsen-yousei-hakone-chan
1000,Onyankopon,/shows/onyankopon
354,Ookami Shoujo to Kuro Ouji,/shows/ookami-shoujo-to-kuro-ouji
629,Ooyasan wa Shishunki!,/shows/ooyasan-wa-shishunki
706,Orange,/shows/orange
1185,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,/shows/ore-ga-suki-nano-wa-imouto-dakedo-imouto-ja-nai
355,Ore Monogatari!!,/shows/ore-monogatari
356,Ore Twintail ni Narimasu,/shows/ore-twintail-ni-narimasu
1307,Ore wo Suki nano wa Omae dake ka yo,/shows/ore-wo-suki-nano-wa-omae-dake-ka-yo
357,Oreca Battle,/shows/oreca-battle
358,Oreimo S2,/shows/oreimo-s2
359,Orenchi no Furo Jijou,/shows/orenchi-no-furo-jijou
360,OreShura,/shows/oreshura
963,Osake wa Fuufu ni Natte Kara,/shows/osake-wa-fuufu-ni-natte-kara
619,Oshiete! Galko-chan,/shows/oshiete-galko-chan
361,Osomatsu-san,/shows/osomatsu-san
813,Osomatsu-san – Ouma de Kobanashi,/shows/osomatsu-san-ouma-de-kobanashi
957,Osomatsu-san S2,/shows/osomatsu-san-s2
967,Ousama Game,/shows/ousama-game
868,Oushitsu Kyoushi Haine,/shows/oushitsu-kyoushi-haine
362,Outbreak Company,/shows/outbreak-company
363,OverLord,/shows/overlord
1030,Overlord II,/shows/overlord-ii
1132,Overlord III,/shows/overlord-iii
364,Owarimonogatari,/shows/owarimonogatari
950,Owarimonogatari S2,/shows/owarimonogatari-s2
365,Ozma,/shows/ozma
723,Ozmafia!!,/shows/ozmafia
661,Pan de Peace!,/shows/pan-de-peace
366,Papa no Iukoto wo Kikinasai!,/shows/papa-no-iukoto-wo-kikinasai
367,Parasyte – the maxim,/shows/parasyte-the-maxim
1207,Pastel Memories,/shows/pastel-memories
368,Peeping Life S1,/shows/peeping-life-s1
369,Persona 4 – The Golden Animation,/shows/persona-4-the-golden-animation
747,Persona 5 – THE DAY BREAKERS,/shows/persona-5-the-day-breakers
1084,Persona 5 The Animation,/shows/persona-5-the-animation
1084,Persona 5 The Animation – Dark Sun,/shows/persona-5-the-animation
1084,Persona 5 The Animation – Stars and Ours,/shows/persona-5-the-animation
1326,Phantasy Star Online 2 – Episode Oracle,/shows/phantasy-star-online-2-episode-oracle
625,Phantasy Star Online 2 The Animation,/shows/phantasy-star-online-2-the-animation
1130,Phantom in the Twilight,/shows/phantom-in-the-twilight
370,Phi Brain S2,/shows/phi-brain-s2
371,Phi Brain S3,/shows/phi-brain-s3
372,Photo Kano,/shows/photo-kano
844,Piace – Watashi no Italian,/shows/piace-watashi-no-italian
970,Pikotarou no Lullaby Lullaby (Web),/shows/pikotarou-no-lullaby-lullaby-web
373,Ping Pong the Animation,/shows/ping-pong-the-animation
1126,Planet With,/shows/planet-with
728,Planetarian,/shows/planetarian
374,Plastic Memories,/shows/plastic-memories
375,Polar Bear Cafe,/shows/polar-bear-cafe
1019,Pop Team Epic,/shows/pop-team-epic
376,Poyopoyo,/shows/poyopoyo
606,Prince of Stride – Alternative,/shows/prince-of-stride-alternative
930,Princess Principal,/shows/princess-principal
897,PriPri Chii-chan!!,/shows/pripri-chii-chan
377,Prison School,/shows/prison-school
378,PSYCHO-PASS,/shows/psycho-pass
379,PSYCHO-PASS 2,/shows/psycho-pass-2
1340,PSYCHO-PASS 3,/shows/psycho-pass-3
378,PSYCHO-PASS Extended Edition,/shows/psycho-pass
381,Punch Line,/shows/punch-line
382,Pupa,/shows/pupa
711,Puzzle and Dragons Cross,/shows/puzzle-and-dragons-cross
735,Qualidea Code,/shows/qualidea-code
383,Queen’s Blade Rebellion,/shows/queens-blade-rebellion
384,R-15,/shows/r-15
1174,Radiant,/shows/radiant
1302,Radiant S2,/shows/radiant-s2
385,Rail Wars!,/shows/rail-wars
386,Rakudai Kishi no Cavalry,/shows/rakudai-kishi-no-cavalry
1009,Ramen Daisuki Koizumi-san,/shows/ramen-daisuki-koizumi-san
387,Ranpo Kitan – Game of Laplace,/shows/ranpo-kitan-game-of-laplace
388,Re Hamatora,/shows/re-hamatora
1279,Re Stage! Dream Days,/shows/re-stage-dream-days
660,Re Zero kara Hajimeru Isekai Seikatsu,/shows/re-zero-kara-hajimeru-isekai-seikatsu
883,Re-Creators,/shows/re-creators
389,Re-Kan!,/shows/re-kan
391,Recorder to Randoseru,/shows/recorder-to-randoseru
392,Recorder to Randoseru Mi,/shows/recorder-to-randoseru-mi
725,Regalia – The Three Sacred Stars,/shows/regalia-the-three-sacred-stars
1178,Release the Spyce,/shows/release-the-spyce
697,ReLIFE,/shows/relife
875,Renai Boukun,/shows/renai-boukun
1151,RErideD – Tokigoe no Derrida,/shows/rerided-tokigoe-no-derrida
702,Rewrite,/shows/rewrite
1338,Rifle is Beautiful,/shows/rifle-is-beautiful
1210,Rinshi!! Ekoda-chan,/shows/rinshi-ekoda-chan
393,Ro-Kyu-Bu – Fast Break!,/shows/ro-kyu-bu-fast-break
1252,RobiHachi,/shows/robihachi
394,Robot Girls Z,/shows/robot-girls-z
395,Robot Girls Z Plus,/shows/robot-girls-z-plus
396,Robotics;Notes,/shows/roboticsnotes
397,Rokka no Yuusha,/shows/rokka-no-yuusha
867,Rokudenashi Majutsu Koushi to Akashic Records,/shows/rokudenashi-majutsu-koushi-to-akashic-records
1092,Rokuhoudou Yotsuiro Biyori,/shows/rokuhoudou-yotsuiro-biyori
398,Rokujouma no Shinryakusha,/shows/rokujouma-no-shinryakusha
892,Room Mate,/shows/room-mate
399,Rowdy Sumo Wrestler Matsutaro,/shows/rowdy-sumo-wrestler-matsutaro
400,Rozen Maiden (2013),/shows/rozen-maiden-2013
